Date,Depth,Avg Ground Temp,Air Temp,Surface Temp,Soil Moisture
2011-10-01,0.68,272.978564516129,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.69,272.9904792626728,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.71,272.9745714285714,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.72,272.9624838709677,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.74,272.9507096774194,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.8,272.87666359447,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.84,272.8272995391705,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.89,272.765594470046,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.92,272.7285714285714,267.3512258064516,220.785735483871,0.5613900504146755
2011-11-01,-0.01,266.78925,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.0,267.2077791666667,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.01,267.6263083333333,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.02,270.995425,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.03,268.4633666666667,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.034,268.5378314285714,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.04,268.6495285714285,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.05,268.8356904761905,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.07,270.4547113095238,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.08,270.5877026785714,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.1,270.8536854166666,250.4527222222222,237.7814025641026,0.5235272653834707
